STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/20/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",37,",,0",11,",,0",30,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/21/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",35,",,0",12,",,0",30,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/22/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",32,",,0",14,",,0",29,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/23/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",34,",,0",10,",,0",29,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/24/1977,,,,,0.16,",,0,1800",1.5,",,0,",2,",,0,",38,",,0",20,",,0",32,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/25/1977,,,,,0.07,",,0,1800",0,",,0,",0,"T,,0,",40,",,0",24,",,0",31,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/26/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",41,",,0",20,",,0",36,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/27/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",49,",,0",31,",,0",39,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/28/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",55,",,0",30,",,0",40,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/29/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",55,",,0",11,",,0",22,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/30/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",35,",,0",6,",,0",32,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,1/31/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",35,",,0",21,",,0",31,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/1/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",40,",,0",20,",,0",34,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/2/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",41,",,0",15,",,0",33,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/3/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",52,",,0",17,",,0",49,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/4/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",56,",,0",33,",,0",46,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/5/1977,,,,,0,"T,,0,1800",0,",,0,",0,"T,,0,",47,",,0",30,",,0",31,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/6/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",33,",,0",15,",,0",28,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/7/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",35,",,0",10,",,0",31,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/8/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",40,",,0",11,",,0",30,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/9/1977,,,,,0,",,0,1800",0,",,0,",0,"T,,0,",52,",,0",13,",,0",42,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/10/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",64,",,0",32,",,0",52,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/11/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",67,",,0",28,",,0",59,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/12/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",62,",,0",28,",,0",55,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/13/1977,,,,,0.5,",,0,1800",0,",,0,",0,",,0,",61,",,0",43,",,0",50,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/14/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",56,",,0",25,",,0",49,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/15/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",50,",,0",35,",,0",40,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/16/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",41,",,0",25,",,0",32,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/17/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",38,",,0",18,",,0",28,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/18/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",38,",,0",20,",,0",36,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/19/1977,,,,,0.01,",,0,1800",0,"T,,0,",0,"T,,0,",57,",,0",32,",,0",49,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/20/1977,,,,,0.23,",,0,1800",0,",,0,",0,",,0,",49,",,0",37,",,0",43,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/21/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",43,",,0",26,",,0",38,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/22/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",62,",,0",20,",,0",58,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/23/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",71,",,0",44,",,0",62,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/24/1977,,,,,0.6,",,0,1800",0,",,0,",0,",,0,",67,",,0",44,",,0",59,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/25/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",70,",,0",48,",,0",67,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/26/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",76,",,0",47,",,0",63,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/27/1977,,,,,0.91,",,0,1800",0,",,0,",0,",,0,",78,",,0",48,",,0",65,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,2/28/1977,,,,,0.24,",,0,1800",0,",,0,",0,",,0,",64,",,0",38,",,0",47,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/1/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",57,",,0",25,",,0",53,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/2/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",53,",,0",28,",,0",46,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/3/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",62,",,0",28,",,0",47,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/4/1977,,,,,0.77,",,0,1800",0,",,0,",0,",,0,",66,",,0",41,",,0",62,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/5/1977,,,,,0,"T,,0,1800",0,",,0,",0,",,0,",65,",,0",52,",,0",60,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/6/1977,,,,,0.44,",,0,1800",0,",,0,",0,",,0,",59,",,0",48,",,0",51,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/7/1977,,,,,0.25,",,0,1800",0,",,0,",0,",,0,",52,",,0",42,",,0",46,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/8/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",55,",,0",29,",,0",51,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/9/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",70,",,0",35,",,0",62,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/10/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",68,",,0",38,",,0",56,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/11/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",72,",,0",38,",,0",66,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/12/1977,,,,,0,"T,,0,1800",0,",,0,",0,",,0,",74,",,0",48,",,0",65,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/13/1977,,,,,1.18,",,0,1800",0,",,0,",0,",,0,",76,",,0",60,",,0",71,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/14/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",71,",,0",49,",,0",63,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/15/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",71,",,0",38,",,0",60,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/16/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",76,",,0",44,",,0",66,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/17/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",66,",,0",35,",,0",59,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/18/1977,,,,,0.29,",,0,1800",0,",,0,",0,",,0,",72,",,0",35,",,0",68,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/19/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",68,",,0",46,",,0",55,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/20/1977,,,,,0.77,",,0,1800",0,",,0,",0,",,0,",55,",,0",40,",,0",51,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/21/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",54,",,0",31,",,0",46,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/22/1977,,,,,0.44,",,0,1800",0,",,0,",0,",,0,",60,",,0",38,",,0",51,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/23/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",55,",,0",30,",,0",53,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/24/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",60,",,0",31,",,0",54,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/25/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",54,",,0",29,",,0",50,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/26/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",59,",,0",36,",,0",55,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/27/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",65,",,0",29,",,0",55,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/28/1977,,,,,0,"T,,0,1800",0,",,0,",0,",,0,",76,",,0",45,",,0",71,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/29/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",82,",,0",59,",,0",74,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/30/1977,,,,,0.08,",,0,1800",0,",,0,",0,",,0,",80,",,0",62,",,0",75,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,3/31/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",82,",,0",63,",,0",72,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/1/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",78,",,0",36,",,0",68,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/2/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",74,",,0",47,",,0",71,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/3/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",82,",,0",66,",,0",67,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/4/1977,,,,,0.9,",,0,1800",0,",,0,",0,",,0,",78,",,0",44,",,0",64,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/5/1977,,,,,1.68,",,0,1800",0,",,0,",0,",,0,",72,",,0",40,",,0",58,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/6/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",65,",,0",33,",,0",58,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/7/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",58,",,0",28,",,0",53,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/8/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",66,",,0",44,",,0",52,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/9/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",54,",,0",33,",,0",50,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/10/1977,,,,,0,"T,,0,1800",0,",,0,",0,",,0,",69,",,0",30,",,0",58,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/11/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",87,",,0",43,",,0",78,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/12/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",90,",,0",53,",,0",84,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/13/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",90,",,0",51,",,0",84,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/14/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",87,",,0",55,",,0",74,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/15/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",74,",,0",47,",,0",62,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/16/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",74,",,0",43,",,0",65,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/17/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",74,",,0",45,",,0",64,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/18/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",80,",,0",43,",,0",70,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/19/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",86,",,0",54,",,0",71,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/20/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",75,",,0",52,",,0",65,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/21/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",81,",,0",51,",,0",71,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/22/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",84,",,0",52,",,0",68,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/23/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",85,",,0",63,",,0",75,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/24/1977,,,,,0.51,",,0,1800",0,",,0,",0,",,0,",75,",,0",64,",,0",69,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/25/1977,,,,,0.49,",,0,1800",0,",,0,",0,",,0,",69,",,0",51,",,0",65,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/26/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",67,",,0",49,",,0",60,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/27/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",69,",,0",40,",,0",67,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/28/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",83,",,0",40,",,0",79,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/29/1977,,,,,0.29,",,0,1800",0,",,0,",0,",,0,",79,",,0",40,",,0",68,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,4/30/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",71,",,0",39,",,0",67,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/1/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",77,",,0",44,",,0",73,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/2/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",78,",,0",54,",,0",76,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/3/1977,,,,,0.09,",,0,1800",0,",,0,",0,",,0,",79,",,0",59,",,0",73,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/4/1977,,,,,0.93,",,0,1800",0,",,0,",0,",,0,",73,",,0",57,",,0",68,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/5/1977,,,,,0.86,",,0,1800",0,",,0,",0,",,0,",85,",,0",60,",,0",65,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/6/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",87,",,0",51,",,0",85,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/7/1977,,,,,0.12,",,0,1800",0,",,0,",0,",,0,",86,",,0",61,",,0",71,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/8/1977,,,,,1.26,",,0,1800",0,",,0,",0,",,0,",72,",,0",54,",,0",70,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/9/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",71,",,0",36,",,0",58,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/10/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",62,",,0",38,",,0",54,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/11/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",69,",,0",40,",,0",64,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/12/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",77,",,0",42,",,0",62,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/13/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",85,",,0",56,",,0",84,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/14/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",84,",,0",60,",,0",73,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/15/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",73,",,0",52,",,0",70,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/16/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",79,",,0",42,",,0",75,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/17/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",88,",,0",54,",,0",86,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/18/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",93,",,0",61,",,0",87,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/19/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",87,",,0",61,",,0",81,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/20/1977,,,,,0.01,",,0,1800",0,",,0,",0,",,0,",81,",,0",58,",,0",73,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/21/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",81,",,0",53,",,0",75,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/22/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",82,",,0",56,",,0",77,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/23/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",84,",,0",61,",,0",78,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/24/1977,,,,,0.25,",,0,1800",0,",,0,",0,",,0,",78,",,0",58,",,0",68,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/25/1977,,,,,0.62,",,0,1800",0,",,0,",0,",,0,",78,",,0",65,",,0",72,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/26/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",79,",,0",65,",,0",74,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/27/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",82,",,0",54,",,0",78,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/28/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",85,",,0",53,",,0",82,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/29/1977,,,,,0.23,",,0,1800",0,",,0,",0,",,0,",88,",,0",62,",,0",69,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/30/1977,,,,,0.03,",,0,1800",0,",,0,",0,",,0,",71,",,0",61,",,0",66,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,5/31/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",78,",,0",63,",,0",73,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/1/1977,,,,,0.02,",,0,1800",0,",,0,",0,",,0,",82,",,0",63,",,0",81,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/2/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",84,",,0",62,",,0",80,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/3/1977,,,,,0.05,",,0,1800",0,",,0,",0,",,0,",82,",,0",50,",I,0",48,",I,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/4/1977,,,,,0.06,",,0,1800",0,",,0,",0,",,0,",83,",,0",48,",,0",82,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/5/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",86,",,0",59,",,0",78,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/6/1977,,,,,0.04,",,0,1800",0,",,0,",0,",,0,",89,",,0",63,",,0",70,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/7/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",72,",,0",52,",,0",68,",,0,1800"
USC00449151,"WILLIAMSBURG 2 N, VA US",37.3017,-76.7039,21.3,6/8/1977,,,,,0,",,0,1800",0,",,0,",0,",,0,",74,",,0",43,",,0",74,",,0,1800"
